quarter,trade_count,net_pnl_usd,funding_pnl_usd,basis_pnl_usd,cost_pnl_usd,win_rate,avg_hold_hours
2024Q1,3,238.80246704645333,0.0,719.2734618453624,480.470994798909,0.6666666666666666,0.05555555555555556
