quarter,trade_count,net_pnl_usd,funding_pnl_usd,basis_pnl_usd,cost_pnl_usd,win_rate,avg_hold_hours
2024Q1,3,-301.08479494963524,0.0,718.0802776176183,1019.1650725672536,0.0,0.05555555555555556
