scenario,start,end,minutes,final_equity_usd,total_net_pnl_usd,total_return_pct,sharpe_ann,max_drawdown_pct,trade_count,win_rate,avg_hold_hours,turnover_x,funding_pnl_usd,basis_pnl_usd,cost_pnl_usd
baseline,2024-01-01 00:00:00+00:00,2024-08-01 23:59:00+00:00,308160,99698.91520505036,-301.08479494963524,-0.30108479494963536,-0.6027283465911457,-0.553302891245301,3,0.0,0.05555555555555556,11.99017732432063,0.0,718.0802776176183,1019.1650725672537
optimistic,2024-01-01 00:00:00+00:00,2024-08-01 23:59:00+00:00,308160,100238.80246704645,238.80246704645333,0.23880246704646169,0.8050119189314655,-0.16254778566329017,3,0.6666666666666666,0.05555555555555556,12.011774869972724,0.0,719.2734618453624,480.47099479890903
