quarter,trade_count,net_pnl_usd,funding_pnl_usd,basis_pnl_usd,cost_pnl_usd,win_rate,avg_hold_hours
2024Q3,1,81.3428015009813,10.0,411.3428015009813,340.0,1.0,6.0
2025Q4,2,1864.903786374646,0.0,2550.6364925357575,685.7327061611118,1.0,0.23333333333333334
