quarter,trade_count,net_pnl_usd,funding_pnl_usd,basis_pnl_usd,cost_pnl_usd,win_rate,avg_hold_hours
2024Q3,1,261.3428015009813,10.0,411.3428015009813,160.0,1.0,6.0
2024Q4,3,654.1075917304292,609.2482638562852,527.299329909788,482.44000203564394,1.0,72.0
2025Q2,1,96.58693801918241,0.022201399086510913,258.0294572492662,161.4647206291703,1.0,7.416666666666667
2025Q4,2,2508.7842920009907,0.0,2829.6699076474442,320.8856156464537,0.5,0.2916666666666667
