quarter,trade_count,net_pnl_usd,funding_pnl_usd,basis_pnl_usd,cost_pnl_usd,win_rate,avg_hold_hours
2024Q1,2,784.5048828655335,940.1568453231698,525.753889658315,681.4058521159513,1.0,72.0
2024Q3,1,81.98093975061607,10.07845048828655,414.56980586407224,342.6673166017427,1.0,6.0
