trade_id,entry_time,exit_time,entry_spot,entry_perp,exit_spot,exit_perp,entry_basis_bps,exit_basis_bps,qty_eth,funding_events,funding_pnl,basis_pnl,cost_pnl,net_pnl,hold_minutes,exit_reason
1,2024-02-27 02:08:00+00:00,2024-02-27 02:11:00+00:00,3254.84,3271.26,3228.26,3234.64,50.4479482862447,19.76296828632035,30.723476422804193,0,0.0,308.46370328496687,160.0,148.46370328496687,3,funding_decay
2,2024-02-28 17:12:00+00:00,2024-02-28 17:17:00+00:00,3474.16,3489.53,3462.1,3472.0,44.24091003292982,28.595361196961647,28.82666995857559,0,0.0,157.68188467341582,160.23754192525595,-2.555657251840131,5,funding_decay
3,2024-02-28 17:31:00+00:00,2024-02-28 17:33:00+00:00,3196.72,3213.01,3290.0,3298.21,50.958482444506934,24.95440729483294,31.32770716422869,0,0.0,253.12787388697961,160.23345287365302,92.89442101332659,2,funding_decay
