trade_id,entry_time,exit_time,entry_spot,entry_perp,exit_spot,exit_perp,entry_basis_bps,exit_basis_bps,qty_eth,notional_usd,entry_confidence,funding_events,funding_pnl,basis_pnl,cost_pnl,net_pnl,hold_minutes,exit_reason
1,2024-07-04 02:00:00+00:00,2024-07-04 08:00:00+00:00,3157.95,3170.0,3183.71,3182.77,38.15766557418636,-2.9525302241725995,31.666112509697747,100000.0,0.5783503240485752,1,10.0,411.3428015009813,340.0,81.3428015009813,360,profit_convergence
2,2025-10-10 21:21:00+00:00,2025-10-10 21:38:00+00:00,3650.05,3706.38,3705.88,3694.24,154.3266530595469,-31.40954375209215,27.419170367940435,100081.34280150098,0.9999924592816375,0,0.0,1863.6810099089184,340.27656552510336,1523.4044443838152,17,funding_decay
3,2025-10-10 21:43:00+00:00,2025-10-10 21:54:00+00:00,3755.33,3773.77,3895.51,3888.56,49.103540833961475,-17.84105290449844,27.056143466988203,101604.7472458848,0.789365849990912,0,0.0,686.9554826268391,345.45614063600834,341.4993419908307,11,funding_decay
