trade_id,entry_time,exit_time,entry_spot,entry_perp,exit_spot,exit_perp,entry_basis_bps,exit_basis_bps,qty_eth,notional_usd,entry_confidence,funding_events,funding_pnl,basis_pnl,cost_pnl,net_pnl,hold_minutes,exit_reason
1,2025-10-10 21:21:00+00:00,2025-10-10 21:23:00+00:00,3650.05,3706.38,3641.02,3649.67,154.3266530595469,23.757079060263585,27.396884974178434,100000.0,0.9999795025147573,0,0.0,1306.2834755688232,340.0,966.2834755688232,2,funding_decay
2,2025-10-10 21:24:00+00:00,2025-10-10 21:25:00+00:00,3623.7,3651.84,3642.68,3642.99,77.65543505257148,0.8510217751763686,27.86276001754252,100966.28347556882,0.9583440479583547,0,0.0,775.420611288219,343.28536381693397,432.135247471285,1,funding_decay
3,2025-10-10 21:28:00+00:00,2025-10-10 21:30:00+00:00,3594.33,3614.45,3633.84,3668.55,55.97705274696506,95.51879004028807,28.210659211324533,101398.4187230401,0.7360608927792652,0,0.0,-411.59351789322886,344.7546236583363,-756.3481415515652,2,hard_stop
4,2025-10-10 21:43:00+00:00,2025-10-10 21:44:00+00:00,3755.33,3773.77,3813.49,3820.15,49.103540833961475,17.464317462482686,26.79979404779035,100642.07058148853,0.5984264735330896,0,0.0,315.70157388296366,342.183039977061,-26.481466094097357,1,funding_decay
