quarter,trade_count,net_pnl_usd,funding_pnl_usd,basis_pnl_usd,cost_pnl_usd,win_rate,avg_hold_hours
2025Q4,4,615.5891153944456,0.0,1985.812142846777,1370.2230274523313,0.5,0.025
